web-scraper-order	web-scraper-start-url	问题名字	提问时间	提出的问题	提出的问题-href	name	answer
1574231898-478	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		"pub sub wasn't tested yet on freeRTOS+LwIP (from what I know). Try deactivating. Again, there isn't much we can do from here. If AI_PASSIVE is not recognized, you'll have to look for it in your code. The information provided in #2511 has made most people sucessfully run the opcua server. If something is working, probably you did something different. Take your time and read it carefully and investigate where the problem is coming from. Your problems seem to be related to your project and not to the open62541 code"
1574231898-477	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		"I'm using MCUXpresse, this program is based on Eclipse. See below the compiler setthings that i have.



It solved some of the errors. I still have this 7 errors:
<command-line>: note: this is the location of the previous definition
../src/open62541.c: In function 'UA_PubSubChannelUDPMC_open':
../src/open62541.c:56100:81: error: invalid application of 'sizeof' to incomplete type 'struct sockaddr_storage'
     channelDataUDPMC->ai_addr = (struct sockaddr_storage *) UA_calloc(1, sizeof(struct sockaddr_storage));
                                                                                 ^~~~~~
../src/open62541.c:56183:77: error: expected expression before ')' token
         if(UA_inet_pton(AF_INET, interfaceAsChar, &group.ipv4.imr_interface)){
                                                                             ^
../src/open62541.c: In function 'UA_PubSubChannelUDPMC_send':
../src/open62541.c:56306:81: error: invalid application of 'sizeof' to incomplete type 'struct sockaddr_storage'
                         (struct sockaddr *) channelConfigUDPMC->ai_addr, sizeof(struct sockaddr_storage));
                                                                                 ^~~~~~
../src/open62541.c: In function 'ServerNetworkLayerTCP_start':
../src/open62541.c:56845:32: error: expected expression before ';' token
     hints.ai_flags = AI_PASSIVE;
                                ^
../src/open62541.c: In function 'ServerNetworkLayerTCP_listen':
../src/open62541.c:56934:33: error: storage size of 'remote' isn't known
         struct sockaddr_storage remote;
                                 ^~~~~~
../src/open62541.c:56934:33: warning: unused variable 'remote' [-Wunused-variable]
make: *** [src/subdir.mk:35: src/open62541.o] Error 1
""make -r -j8 all"" terminated with exit code 2. Build might be incomplete.

Almost all of the errors are in the amalgamated original file ua_pubsub_udp.c. Could there be something wrong in my lwip configuration?"
1574231516-307	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	How to create a certification and send this to server	"#2816
            opened on 14 Jun by
            AndyarcherReset"	How to create a certification and send this to server	https://github.com/open62541/open62541/issues/2816	jpfr	
1574231460-272	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800		"UA_realloc(dsmd->fields, dsmd->fieldsSize);

This is not big enough.

It should be UA_realloc(dsmd->fields, dsmd->fieldsSize * sizeof(UA_FieldMetaData));"
1574231898-460	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	Pro	
1574231834-441	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Server does not persist the NodeId of a Node	"#2873
            opened on 9 Jul by
            GeorgeSellner"	Server does not persist the NodeId of a Node	https://github.com/open62541/open62541/issues/2873	miehe-dup	
1574231800-427	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		We have a current PR for pubsub with MQTT in #2796.
1574231710-394	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Single file distribution compilation terminated.	"#2855
            opened on 29 Jun by
            mdeva2"	Single file distribution compilation terminated.	https://github.com/open62541/open62541/issues/2855	jpfr	
1574231800-420	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	kusumy	
1574231391-233	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	UA_server_browse maxrefs	"#2791
            opened on 5 Jun by
            etm"	UA_server_browse maxrefs	https://github.com/open62541/open62541/issues/2791		"Hmm. This sounds bad.

What happens if you run the example with valgrind?"
1574231533-316	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231460-274	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800		"Thanks @jpfr  , that was a silly one...

And I forgot that I had an example in the subscriber tutorial. I edited my code above.

Still no decoding but I'm getting closer.
I know I'm implementing all this one level above where it should be but it helps understanding. We probably need to add some good documentation on this whole pub-sub. Let me know if I can help"
1574231898-466	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	Pro	
1574231618-367	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844	elitezhu	
1574231567-355	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829		"Great, thanks! I'll give it a try right now."
1574231800-410	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	canadyre	
1574231494-296	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	NamespaceArray looks good but Namespaces object doesn't match it	"#2810
            opened on 12 Jun by
            cpipero"	NamespaceArray looks good but Namespaces object doesn't match it	https://github.com/open62541/open62541/issues/2810	cpipero	
1574231923-519	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	"Compiled nodesets do not initialize the variable type, UA Expert can not write to variable"	"#2924
            opened on 25 Jul by
            Pro"	"Compiled nodesets do not initialize the variable type, UA Expert can not write to variable"	https://github.com/open62541/open62541/issues/2924		"I posted a question on the UaExpert forum:

https://forum.unified-automation.com/post11520.html
Response by the support team:

this is expected behavior. Typically when a node is being subscribed it already has a value (and a value always has a type). The DAView is obtaining the values datatype form the received value (received during first update). However if your node has no value the UaExpert will assume its type is ""NULL"", because it never has received a value. Reading the attribute (as suggested by you) makes no sense, because the node can change the valued datatype during runtime, so besides creating unnessecary load (by manually reading data type attribute), the datatype may still be different when being used. And of course you can write the value, just need to use the attribute window for writing.
In any case you should take a close look at the Server, why is it having nodes that have no value? That makes not much sense.

Summarized, every variable should be initialized with a specific value. The question now remains:

@jpfr Should we automatically create a empty not-null dummy value in the nodeset compiler, or should we leave this up to the stack user?"
1574231923-518	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	"Compiled nodesets do not initialize the variable type, UA Expert can not write to variable"	"#2924
            opened on 25 Jul by
            Pro"	"Compiled nodesets do not initialize the variable type, UA Expert can not write to variable"	https://github.com/open62541/open62541/issues/2924		"From my point of view it does not make sense to initialize all values ""neutral"" just to support UaExpert.

To solve this problem I would suggest two possible solutions:

Introduction of a function to fill a node/subtree along hierarchical references with neutral values.
Unified Automation bug report that UaExpert cannot write to null values with the datatype specified in the DateType attribute. This addresses also their (C++)-SDK especially when dealing with imported namespaces from XML-files."
1574231357-214	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Support for handling subscriptions & monitored items externally	"#2788
            opened on 5 Jun by
            lkaino"	Support for handling subscriptions & monitored items externally	https://github.com/open62541/open62541/issues/2788	jpfr	
1574231880-459	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890		"Thanks @canadyre!

With "" you have to modify the code to work with 32 bits vs 64"" you mean that you can't use Double and everything that's based on 64 bits?

Another question: do you have Rasberry Pi 3?

Thanks!"
1574231618-375	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844		"@elitezhu in both cases, open62541 client as well as UAExpert client, can you share the Wireshark trace?
Regards,

@opcua-tsn-team-kalycito"
